"CLDR Short Name";"Code";"Browser"
"ambulance";"U+1F691";"🚑"
"fire engine";"U+1F692";"🚒"
"police car";"U+1F693";"🚓"
"oncoming police car";"U+1F694";"🚔"
"taxi";"U+1F695";"🚕"
"oncoming taxi";"U+1F696";"🚖"
"automobile";"U+1F697";"🚗"
"oncoming automobile";"U+1F698";"🚘"
"sport utility vehicle";"U+1F699";"🚙"
"delivery truck";"U+1F69A";"🚚"
"articulated lorry";"U+1F69B";"🚛"
"tractor";"U+1F69C";"🚜"
"bicycle";"U+1F6B2";"🚲"
"kick scooter";"U+1F6F4";"🛴"
"motor scooter";"U+1F6F5";"🛵"
"bus stop";"U+1F68F";"🚏"
"motorway";"U+1F6E3";"🛣"
"railway track";"U+1F6E4";"🛤"
"fuel pump";"U+26FD";"⛽"
"police car light";"U+1F6A8";"🚨"
"horizontal traffic light";"U+1F6A5";"🚥"
"vertical traffic light";"U+1F6A6";"🚦"
"construction";"U+1F6A7";"🚧"
"stop sign";"U+1F6D1";"🛑"
"anchor";"U+2693";"⚓"
"sailboat";"U+26F5";"⛵"
"canoe";"U+1F6F6";"🛶"
"speedboat";"U+1F6A4";"🚤"
"passenger ship";"U+1F6F3";"🛳"
"ferry";"U+26F4";"⛴"
"motor boat";"U+1F6E5";"🛥"
"ship";"U+1F6A2";"🚢"
"airplane";"U+2708";"✈"
"small airplane";"U+1F6E9";"🛩"
"airplane departure";"U+1F6EB";"🛫"
"airplane arrival";"U+1F6EC";"🛬"
"seat";"U+1F4BA";"💺"
"helicopter";"U+1F681";"🚁"
"suspension railway";"U+1F69F";"🚟"
"mountain cableway";"U+1F6A0";"🚠"
"aerial tramway";"U+1F6A1";"🚡"
"satellite";"U+1F6F0";"🛰"
"rocket";"U+1F680";"🚀"
"⊛ flying saucer";"U+1F6F8";"🛸"
"bellhop bell";"U+1F6CE";"🛎"
"door";"U+1F6AA";"🚪"
"bed";"U+1F6CF";"🛏"
"couch and lamp";"U+1F6CB";"🛋"
"toilet";"U+1F6BD";"🚽"
"shower";"U+1F6BF";"🚿"
"bathtub";"U+1F6C1";"🛁"
"hourglass done";"U+231B";"⌛"
"hourglass not done";"U+23F3";"⏳"
"watch";"U+231A";"⌚"
"alarm clock";"U+23F0";"⏰"
"stopwatch";"U+23F1";"⏱"
"timer clock";"U+23F2";"⏲"
"mantelpiece clock";"U+1F570";"🕰"
"twelve o’clock";"U+1F55B";"🕛"
"twelve-thirty";"U+1F567";"🕧"
"one o’clock";"U+1F550";"🕐"
"one-thirty";"U+1F55C";"🕜"
"two o’clock";"U+1F551";"🕑"
"two-thirty";"U+1F55D";"🕝"
"three o’clock";"U+1F552";"🕒"
"three-thirty";"U+1F55E";"🕞"
"four o’clock";"U+1F553";"🕓"
"four-thirty";"U+1F55F";"🕟"
"five o’clock";"U+1F554";"🕔"
"five-thirty";"U+1F560";"🕠"
"six o’clock";"U+1F555";"🕕"
"six-thirty";"U+1F561";"🕡"
"seven o’clock";"U+1F556";"🕖"
"seven-thirty";"U+1F562";"🕢"
"eight o’clock";"U+1F557";"🕗"
"eight-thirty";"U+1F563";"🕣"
"nine o’clock";"U+1F558";"🕘"
"nine-thirty";"U+1F564";"🕤"
"ten o’clock";"U+1F559";"🕙"
"ten-thirty";"U+1F565";"🕥"
"eleven o’clock";"U+1F55A";"🕚"
"eleven-thirty";"U+1F566";"🕦"
"new moon";"U+1F311";"🌑"
"waxing crescent moon";"U+1F312";"🌒"
"first quarter moon";"U+1F313";"🌓"
"waxing gibbous moon";"U+1F314";"🌔"
"full moon";"U+1F315";"🌕"
"waning gibbous moon";"U+1F316";"🌖"
"last quarter moon";"U+1F317";"🌗"
"waning crescent moon";"U+1F318";"🌘"
"crescent moon";"U+1F319";"🌙"
"new moon face";"U+1F31A";"🌚"
"first quarter moon face";"U+1F31B";"🌛"
"last quarter moon face";"U+1F31C";"🌜"
"thermometer";"U+1F321";"🌡"
"sun";"U+2600";"☀"
"full moon face";"U+1F31D";"🌝"
"sun with face";"U+1F31E";"🌞"
"white medium star";"U+2B50";"⭐"
"glowing star";"U+1F31F";"🌟"
"shooting star";"U+1F320";"🌠"
"cloud";"U+2601";"☁"
"sun behind cloud";"U+26C5";"⛅"
"cloud with lightning and rain";"U+26C8";"⛈"
"sun behind small cloud";"U+1F324";"🌤"
"sun behind large cloud";"U+1F325";"🌥"
"sun behind rain cloud";"U+1F326";"🌦"
"cloud with rain";"U+1F327";"🌧"
"cloud with snow";"U+1F328";"🌨"
"cloud with lightning";"U+1F329";"🌩"
"tornado";"U+1F32A";"🌪"
"fog";"U+1F32B";"🌫"
"wind face";"U+1F32C";"🌬"
"cyclone";"U+1F300";"🌀"
"rainbow";"U+1F308";"🌈"
"closed umbrella";"U+1F302";"🌂"
"umbrella";"U+2602";"☂"
"umbrella with rain drops";"U+2614";"☔"
"umbrella on ground";"U+26F1";"⛱"
"high voltage";"U+26A1";"⚡"
"snowflake";"U+2744";"❄"
"snowman";"U+2603";"☃"
"snowman without snow";"U+26C4";"⛄"
"comet";"U+2604";"☄"
"fire";"U+1F525";"🔥"
"droplet";"U+1F4A7";"💧"
"water wave";"U+1F30A";"🌊"
"jack-o-lantern";"U+1F383";"🎃"
"Christmas tree";"U+1F384";"🎄"
"fireworks";"U+1F386";"🎆"
"sparkler";"U+1F387";"🎇"
"sparkles";"U+2728";"✨"
"balloon";"U+1F388";"🎈"
"party popper";"U+1F389";"🎉"
"confetti ball";"U+1F38A";"🎊"
"tanabata tree";"U+1F38B";"🎋"
"pine decoration";"U+1F38D";"🎍"
"Japanese dolls";"U+1F38E";"🎎"
"carp streamer";"U+1F38F";"🎏"
"wind chime";"U+1F390";"🎐"
"moon viewing ceremony";"U+1F391";"🎑"
"ribbon";"U+1F380";"🎀"
"wrapped gift";"U+1F381";"🎁"
"reminder ribbon";"U+1F397";"🎗"
"admission tickets";"U+1F39F";"🎟"
"ticket";"U+1F3AB";"🎫"
"military medal";"U+1F396";"🎖"
"trophy";"U+1F3C6";"🏆"
"sports medal";"U+1F3C5";"🏅"
"1st place medal";"U+1F947";"🥇"
"2nd place medal";"U+1F948";"🥈"
"3rd place medal";"U+1F949";"🥉"
"soccer ball";"U+26BD";"⚽"
"baseball";"U+26BE";"⚾"
"basketball";"U+1F3C0";"🏀"
"volleyball";"U+1F3D0";"🏐"
"american football";"U+1F3C8";"🏈"
"rugby football";"U+1F3C9";"🏉"
"tennis";"U+1F3BE";"🎾"
"pool 8 ball";"U+1F3B1";"🎱"
"bowling";"U+1F3B3";"🎳"
"cricket game";"U+1F3CF";"🏏"
"field hockey";"U+1F3D1";"🏑"
"ice hockey";"U+1F3D2";"🏒"
"ping pong";"U+1F3D3";"🏓"
"badminton";"U+1F3F8";"🏸"
"boxing glove";"U+1F94A";"🥊"
"martial arts uniform";"U+1F94B";"🥋"
"goal net";"U+1F945";"🥅"
"direct hit";"U+1F3AF";"🎯"
"flag in hole";"U+26F3";"⛳"
"ice skate";"U+26F8";"⛸"
"fishing pole";"U+1F3A3";"🎣"
"running shirt";"U+1F3BD";"🎽"
"skis";"U+1F3BF";"🎿"
"⊛ sled";"U+1F6F7";"🛷"
"⊛ curling stone";"U+1F94C";"🥌"
"video game";"U+1F3AE";"🎮"
"joystick";"U+1F579";"🕹"
"game die";"U+1F3B2";"🎲"
"spade suit";"U+2660";"♠"
"heart suit";"U+2665";"♥"
"diamond suit";"U+2666";"♦"
"club suit";"U+2663";"♣"
"joker";"U+1F0CF";"🃏"
"mahjong red dragon";"U+1F004";"🀄"
"flower playing cards";"U+1F3B4";"🎴"
"muted speaker";"U+1F507";"🔇"
"speaker low volume";"U+1F508";"🔈"
"speaker medium volume";"U+1F509";"🔉"
"speaker high volume";"U+1F50A";"🔊"
"loudspeaker";"U+1F4E2";"📢"
"megaphone";"U+1F4E3";"📣"
"postal horn";"U+1F4EF";"📯"
"bell";"U+1F514";"🔔"
"bell with slash";"U+1F515";"🔕"
"musical score";"U+1F3BC";"🎼"
"musical note";"U+1F3B5";"🎵"
"musical notes";"U+1F3B6";"🎶"
"studio microphone";"U+1F399";"🎙"
"level slider";"U+1F39A";"🎚"
"control knobs";"U+1F39B";"🎛"
"microphone";"U+1F3A4";"🎤"
"headphone";"U+1F3A7";"🎧"
"radio";"U+1F4FB";"📻"
"saxophone";"U+1F3B7";"🎷"
"guitar";"U+1F3B8";"🎸"
"musical keyboard";"U+1F3B9";"🎹"
"trumpet";"U+1F3BA";"🎺"
"violin";"U+1F3BB";"🎻"
"drum";"U+1F941";"🥁"
"mobile phone";"U+1F4F1";"📱"
"mobile phone with arrow";"U+1F4F2";"📲"
"telephone";"U+260E";"☎"
"telephone receiver";"U+1F4DE";"📞"
"pager";"U+1F4DF";"📟"
"fax machine";"U+1F4E0";"📠"
"battery";"U+1F50B";"🔋"
"electric plug";"U+1F50C";"🔌"
"laptop computer";"U+1F4BB";"💻"
"desktop computer";"U+1F5A5";"🖥"
"printer";"U+1F5A8";"🖨"
"keyboard";"U+2328";"⌨"
"computer mouse";"U+1F5B1";"🖱"
"trackball";"U+1F5B2";"🖲"
"computer disk";"U+1F4BD";"💽"
"floppy disk";"U+1F4BE";"💾"
"optical disk";"U+1F4BF";"💿"
"dvd";"U+1F4C0";"📀"
"movie camera";"U+1F3A5";"🎥"
"film frames";"U+1F39E";"🎞"
"film projector";"U+1F4FD";"📽"
"clapper board";"U+1F3AC";"🎬"
"television";"U+1F4FA";"📺"
"camera";"U+1F4F7";"📷"
"camera with flash";"U+1F4F8";"📸"
"video camera";"U+1F4F9";"📹"
"videocassette";"U+1F4FC";"📼"
"magnifying glass tilted left";"U+1F50D";"🔍"
"magnifying glass tilted right";"U+1F50E";"🔎"
"microscope";"U+1F52C";"🔬"
"telescope";"U+1F52D";"🔭"
"satellite antenna";"U+1F4E1";"📡"
"candle";"U+1F56F";"🕯"
"light bulb";"U+1F4A1";"💡"
"flashlight";"U+1F526";"🔦"
"red paper lantern";"U+1F3EE";"🏮"
"notebook with decorative cover";"U+1F4D4";"📔"
"closed book";"U+1F4D5";"📕"
"open book";"U+1F4D6";"📖"
"green book";"U+1F4D7";"📗"
"blue book";"U+1F4D8";"📘"
"orange book";"U+1F4D9";"📙"
"books";"U+1F4DA";"📚"
"notebook";"U+1F4D3";"📓"
"ledger";"U+1F4D2";"📒"
"page with curl";"U+1F4C3";"📃"
"scroll";"U+1F4DC";"📜"
"page facing up";"U+1F4C4";"📄"
"newspaper";"U+1F4F0";"📰"
"rolled-up newspaper";"U+1F5DE";"🗞"
"bookmark tabs";"U+1F4D1";"📑"
"bookmark";"U+1F516";"🔖"
"label";"U+1F3F7";"🏷"
"money bag";"U+1F4B0";"💰"
"yen banknote";"U+1F4B4";"💴"
"dollar banknote";"U+1F4B5";"💵"
"euro banknote";"U+1F4B6";"💶"
"pound banknote";"U+1F4B7";"💷"
"money with wings";"U+1F4B8";"💸"
"credit card";"U+1F4B3";"💳"
"chart increasing with yen";"U+1F4B9";"💹"
"currency exchange";"U+1F4B1";"💱"
"heavy dollar sign";"U+1F4B2";"💲"
"envelope";"U+2709";"✉"
"e-mail";"U+1F4E7";"📧"
"incoming envelope";"U+1F4E8";"📨"
"envelope with arrow";"U+1F4E9";"📩"
"outbox tray";"U+1F4E4";"📤"
"inbox tray";"U+1F4E5";"📥"
"package";"U+1F4E6";"📦"
"closed mailbox with raised flag";"U+1F4EB";"📫"
"closed mailbox with lowered flag";"U+1F4EA";"📪"
"open mailbox with raised flag";"U+1F4EC";"📬"
"open mailbox with lowered flag";"U+1F4ED";"📭"
"postbox";"U+1F4EE";"📮"
"ballot box with ballot";"U+1F5F3";"🗳"
"pencil";"U+270F";"✏"
"black nib";"U+2712";"✒"
"fountain pen";"U+1F58B";"🖋"
"pen";"U+1F58A";"🖊"
"paintbrush";"U+1F58C";"🖌"
"crayon";"U+1F58D";"🖍"
"memo";"U+1F4DD";"📝"
"briefcase";"U+1F4BC";"💼"
"file folder";"U+1F4C1";"📁"
"open file folder";"U+1F4C2";"📂"
"card index dividers";"U+1F5C2";"🗂"
"calendar";"U+1F4C5";"📅"
"tear-off calendar";"U+1F4C6";"📆"
"spiral notepad";"U+1F5D2";"🗒"
"spiral calendar";"U+1F5D3";"🗓"
"card index";"U+1F4C7";"📇"
"chart increasing";"U+1F4C8";"📈"
"chart decreasing";"U+1F4C9";"📉"
"bar chart";"U+1F4CA";"📊"
"clipboard";"U+1F4CB";"📋"
"pushpin";"U+1F4CC";"📌"
"round pushpin";"U+1F4CD";"📍"
"paperclip";"U+1F4CE";"📎"
"linked paperclips";"U+1F587";"🖇"
"straight ruler";"U+1F4CF";"📏"
"triangular ruler";"U+1F4D0";"📐"
"scissors";"U+2702";"✂"
"card file box";"U+1F5C3";"🗃"
"file cabinet";"U+1F5C4";"🗄"
"wastebasket";"U+1F5D1";"🗑"
"locked";"U+1F512";"🔒"
"unlocked";"U+1F513";"🔓"
"locked with pen";"U+1F50F";"🔏"
"locked with key";"U+1F510";"🔐"
"key";"U+1F511";"🔑"
"old key";"U+1F5DD";"🗝"
"hammer";"U+1F528";"🔨"
"pick";"U+26CF";"⛏"
"hammer and pick";"U+2692";"⚒"
"hammer and wrench";"U+1F6E0";"🛠"
"dagger";"U+1F5E1";"🗡"
"crossed swords";"U+2694";"⚔"
"pistol";"U+1F52B";"🔫"
"bow and arrow";"U+1F3F9";"🏹"
"shield";"U+1F6E1";"🛡"
"wrench";"U+1F527";"🔧"
"nut and bolt";"U+1F529";"🔩"
"gear";"U+2699";"⚙"
"clamp";"U+1F5DC";"🗜"
"alembic";"U+2697";"⚗"
"balance scale";"U+2696";"⚖"
"link";"U+1F517";"🔗"
"chains";"U+26D3";"⛓"
"syringe";"U+1F489";"💉"
"pill";"U+1F48A";"💊"
"cigarette";"U+1F6AC";"🚬"
"coffin";"U+26B0";"⚰"
"funeral urn";"U+26B1";"⚱"
"moai";"U+1F5FF";"🗿"
"oil drum";"U+1F6E2";"🛢"
"crystal ball";"U+1F52E";"🔮"
"shopping cart";"U+1F6D2";"🛒"
"ATM sign";"U+1F3E7";"🏧"
"litter in bin sign";"U+1F6AE";"🚮"
"potable water";"U+1F6B0";"🚰"
"wheelchair symbol";"U+267F";"♿"
"men’s room";"U+1F6B9";"🚹"
"women’s room";"U+1F6BA";"🚺"
"restroom";"U+1F6BB";"🚻"
"baby symbol";"U+1F6BC";"🚼"
"water closet";"U+1F6BE";"🚾"
"passport control";"U+1F6C2";"🛂"
"customs";"U+1F6C3";"🛃"
"baggage claim";"U+1F6C4";"🛄"
"left luggage";"U+1F6C5";"🛅"
"warning";"U+26A0";"⚠"
"children crossing";"U+1F6B8";"🚸"
"no entry";"U+26D4";"⛔"
"prohibited";"U+1F6AB";"🚫"
"no bicycles";"U+1F6B3";"🚳"
"no smoking";"U+1F6AD";"🚭"
"no littering";"U+1F6AF";"🚯"
"non-potable water";"U+1F6B1";"🚱"
"no pedestrians";"U+1F6B7";"🚷"
"no mobile phones";"U+1F4F5";"📵"
"no one under eighteen";"U+1F51E";"🔞"
"radioactive";"U+2622";"☢"
"biohazard";"U+2623";"☣"
"up arrow";"U+2B06";"⬆"
"up-right arrow";"U+2197";"↗"
"right arrow";"U+27A1";"➡"
"down-right arrow";"U+2198";"↘"
"down arrow";"U+2B07";"⬇"
"down-left arrow";"U+2199";"↙"
"left arrow";"U+2B05";"⬅"
"up-left arrow";"U+2196";"↖"
"up-down arrow";"U+2195";"↕"
"left-right arrow";"U+2194";"↔"
"right arrow curving left";"U+21A9";"↩"
"left arrow curving right";"U+21AA";"↪"
"right arrow curving up";"U+2934";"⤴"
"right arrow curving down";"U+2935";"⤵"
"clockwise vertical arrows";"U+1F503";"🔃"
"counterclockwise arrows button";"U+1F504";"🔄"
"BACK arrow";"U+1F519";"🔙"
"END arrow";"U+1F51A";"🔚"
"ON! arrow";"U+1F51B";"🔛"
"SOON arrow";"U+1F51C";"🔜"
"TOP arrow";"U+1F51D";"🔝"
"place of worship";"U+1F6D0";"🛐"
"atom symbol";"U+269B";"⚛"
"om";"U+1F549";"🕉"
"star of David";"U+2721";"✡"
"wheel of dharma";"U+2638";"☸"
"yin yang";"U+262F";"☯"
"latin cross";"U+271D";"✝"
"orthodox cross";"U+2626";"☦"
"star and crescent";"U+262A";"☪"
"peace symbol";"U+262E";"☮"
"menorah";"U+1F54E";"🕎"
"dotted six-pointed star";"U+1F52F";"🔯"
"Aries";"U+2648";"♈"
"Taurus";"U+2649";"♉"
"Gemini";"U+264A";"♊"
"Cancer";"U+264B";"♋"
"Leo";"U+264C";"♌"
"Virgo";"U+264D";"♍"
"Libra";"U+264E";"♎"
"Scorpius";"U+264F";"♏"
"Sagittarius";"U+2650";"♐"
"Capricorn";"U+2651";"♑"
"Aquarius";"U+2652";"♒"
"Pisces";"U+2653";"♓"
"Ophiuchus";"U+26CE";"⛎"
"shuffle tracks button";"U+1F500";"🔀"
"repeat button";"U+1F501";"🔁"
"repeat single button";"U+1F502";"🔂"
"play button";"U+25B6";"▶"
"fast-forward button";"U+23E9";"⏩"
"next track button";"U+23ED";"⏭"
"play or pause button";"U+23EF";"⏯"
"reverse button";"U+25C0";"◀"
"fast reverse button";"U+23EA";"⏪"
"last track button";"U+23EE";"⏮"
"up button";"U+1F53C";"🔼"
"fast up button";"U+23EB";"⏫"
"down button";"U+1F53D";"🔽"
"fast down button";"U+23EC";"⏬"
"pause button";"U+23F8";"⏸"
"stop button";"U+23F9";"⏹"
"record button";"U+23FA";"⏺"
"eject button";"U+23CF";"⏏"
"cinema";"U+1F3A6";"🎦"
"dim button";"U+1F505";"🔅"
"bright button";"U+1F506";"🔆"
"antenna bars";"U+1F4F6";"📶"
"vibration mode";"U+1F4F3";"📳"
"mobile phone off";"U+1F4F4";"📴"
"female sign";"U+2640";"♀"
"male sign";"U+2642";"♂"
"medical symbol";"U+2695";"⚕"
"recycling symbol";"U+267B";"♻"
"fleur-de-lis";"U+269C";"⚜"
"trident emblem";"U+1F531";"🔱"
"name badge";"U+1F4DB";"📛"
"Japanese symbol for beginner";"U+1F530";"🔰"
"heavy large circle";"U+2B55";"⭕"
"white heavy check mark";"U+2705";"✅"
"ballot box with check";"U+2611";"☑"
"heavy check mark";"U+2714";"✔"
"heavy multiplication x";"U+2716";"✖"
"cross mark";"U+274C";"❌"
"cross mark button";"U+274E";"❎"
"heavy plus sign";"U+2795";"➕"
"heavy minus sign";"U+2796";"➖"
"heavy division sign";"U+2797";"➗"
"curly loop";"U+27B0";"➰"
"double curly loop";"U+27BF";"➿"
"part alternation mark";"U+303D";"〽"
"eight-spoked asterisk";"U+2733";"✳"
"eight-pointed star";"U+2734";"✴"
"sparkle";"U+2747";"❇"
"double exclamation mark";"U+203C";"‼"
"exclamation question mark";"U+2049";"⁉"
"question mark";"U+2753";"❓"
"white question mark";"U+2754";"❔"
"white exclamation mark";"U+2755";"❕"
"exclamation mark";"U+2757";"❗"
"wavy dash";"U+3030";"〰"
"copyright";"U+00A9";"©"
"registered";"U+00AE";"®"
"trade mark";"U+2122";"™"
"keycap: #";"U+0023 U+FE0F U+20E3";"#️⃣"
"keycap: *";"U+002A U+FE0F U+20E3";"*️⃣"
"keycap: 0";"U+0030 U+FE0F U+20E3";"0️⃣"
"keycap: 1";"U+0031 U+FE0F U+20E3";"1️⃣"
"keycap: 2";"U+0032 U+FE0F U+20E3";"2️⃣"
"keycap: 3";"U+0033 U+FE0F U+20E3";"3️⃣"
"keycap: 4";"U+0034 U+FE0F U+20E3";"4️⃣"
"keycap: 5";"U+0035 U+FE0F U+20E3";"5️⃣"
"keycap: 6";"U+0036 U+FE0F U+20E3";"6️⃣"
"keycap: 7";"U+0037 U+FE0F U+20E3";"7️⃣"
"keycap: 8";"U+0038 U+FE0F U+20E3";"8️⃣"
"keycap: 9";"U+0039 U+FE0F U+20E3";"9️⃣"
"keycap 10";"U+1F51F";"🔟"
"hundred points";"U+1F4AF";"💯"
"input latin uppercase";"U+1F520";"🔠"
"input latin lowercase";"U+1F521";"🔡"
"input numbers";"U+1F522";"🔢"
"input symbols";"U+1F523";"🔣"
"input latin letters";"U+1F524";"🔤"
"A button (blood type)";"U+1F170";"🅰"
"AB button (blood type)";"U+1F18E";"🆎"
"B button (blood type)";"U+1F171";"🅱"
"CL button";"U+1F191";"🆑"
"COOL button";"U+1F192";"🆒"
"FREE button";"U+1F193";"🆓"
"information";"U+2139";"ℹ"
"ID button";"U+1F194";"🆔"
"circled M";"U+24C2";"Ⓜ"
"NEW button";"U+1F195";"🆕"
"NG button";"U+1F196";"🆖"
"O button (blood type)";"U+1F17E";"🅾"
"OK button";"U+1F197";"🆗"
"P button";"U+1F17F";"🅿"
"SOS button";"U+1F198";"🆘"
"UP! button";"U+1F199";"🆙"
"VS button";"U+1F19A";"🆚"
"Japanese “here” button";"U+1F201";"🈁"
"Japanese “service charge” button";"U+1F202";"🈂"
"Japanese “monthly amount” button";"U+1F237";"🈷"
"Japanese “not free of charge” button";"U+1F236";"🈶"
"Japanese “reserved” button";"U+1F22F";"🈯"
"Japanese “bargain” button";"U+1F250";"🉐"
"Japanese “discount” button";"U+1F239";"🈹"
"Japanese “free of charge” button";"U+1F21A";"🈚"
"Japanese “prohibited” button";"U+1F232";"🈲"
"Japanese “acceptable” button";"U+1F251";"🉑"
"Japanese “application” button";"U+1F238";"🈸"
"Japanese “passing grade” button";"U+1F234";"🈴"
"Japanese “vacancy” button";"U+1F233";"🈳"
"Japanese “congratulations” button";"U+3297";"㊗"
"Japanese “secret” button";"U+3299";"㊙"
"Japanese “open for business” button";"U+1F23A";"🈺"
"Japanese “no vacancy” button";"U+1F235";"🈵"
"black small square";"U+25AA";"▪"
"white small square";"U+25AB";"▫"
"white medium square";"U+25FB";"◻"
"black medium square";"U+25FC";"◼"
"white medium-small square";"U+25FD";"◽"
"black medium-small square";"U+25FE";"◾"
"black large square";"U+2B1B";"⬛"
"white large square";"U+2B1C";"⬜"
"large orange diamond";"U+1F536";"🔶"
"large blue diamond";"U+1F537";"🔷"
"small orange diamond";"U+1F538";"🔸"
"small blue diamond";"U+1F539";"🔹"
"red triangle pointed up";"U+1F53A";"🔺"
"red triangle pointed down";"U+1F53B";"🔻"
"diamond with a dot";"U+1F4A0";"💠"
"radio button";"U+1F518";"🔘"
"black square button";"U+1F532";"🔲"
"white square button";"U+1F533";"🔳"
"white circle";"U+26AA";"⚪"
"black circle";"U+26AB";"⚫"
"red circle";"U+1F534";"🔴"
"blue circle";"U+1F535";"🔵"
"chequered flag";"U+1F3C1";"🏁"
"triangular flag";"U+1F6A9";"🚩"
"crossed flags";"U+1F38C";"🎌"
"black flag";"U+1F3F4";"🏴"
"white flag";"U+1F3F3";"🏳"
"rainbow flag";"U+1F3F3 U+FE0F U+200D U+1F308";"🏳️
🌈"
"Ascension Island";"U+1F1E6 U+1F1E8";"🇦🇨"
"Andorra";"U+1F1E6 U+1F1E9";"🇦🇩"
"United Arab Emirates";"U+1F1E6 U+1F1EA";"🇦🇪"
"Afghanistan";"U+1F1E6 U+1F1EB";"🇦🇫"
"Antigua & Barbuda";"U+1F1E6 U+1F1EC";"🇦🇬"
"Anguilla";"U+1F1E6 U+1F1EE";"🇦🇮"
"Albania";"U+1F1E6 U+1F1F1";"🇦🇱"
"Armenia";"U+1F1E6 U+1F1F2";"🇦🇲"
"Angola";"U+1F1E6 U+1F1F4";"🇦🇴"
"Antarctica";"U+1F1E6 U+1F1F6";"🇦🇶"
"Argentina";"U+1F1E6 U+1F1F7";"🇦🇷"
"American Samoa";"U+1F1E6 U+1F1F8";"🇦🇸"
"Austria";"U+1F1E6 U+1F1F9";"🇦🇹"
"Australia";"U+1F1E6 U+1F1FA";"🇦🇺"
"Aruba";"U+1F1E6 U+1F1FC";"🇦🇼"
"Åland Islands";"U+1F1E6 U+1F1FD";"🇦🇽"
"Azerbaijan";"U+1F1E6 U+1F1FF";"🇦🇿"
"Bosnia & Herzegovina";"U+1F1E7 U+1F1E6";"🇧🇦"
"Barbados";"U+1F1E7 U+1F1E7";"🇧🇧"
"Bangladesh";"U+1F1E7 U+1F1E9";"🇧🇩"
"Belgium";"U+1F1E7 U+1F1EA";"🇧🇪"
"Burkina Faso";"U+1F1E7 U+1F1EB";"🇧🇫"
"Bulgaria";"U+1F1E7 U+1F1EC";"🇧🇬"
"Bahrain";"U+1F1E7 U+1F1ED";"🇧🇭"
"Burundi";"U+1F1E7 U+1F1EE";"🇧🇮"
"Benin";"U+1F1E7 U+1F1EF";"🇧🇯"
"St. Barthélemy";"U+1F1E7 U+1F1F1";"🇧🇱"
"Bermuda";"U+1F1E7 U+1F1F2";"🇧🇲"
"Brunei";"U+1F1E7 U+1F1F3";"🇧🇳"
"Bolivia";"U+1F1E7 U+1F1F4";"🇧🇴"
"Caribbean Netherlands";"U+1F1E7 U+1F1F6";"🇧🇶"
"Brazil";"U+1F1E7 U+1F1F7";"🇧🇷"
"Bahamas";"U+1F1E7 U+1F1F8";"🇧🇸"
"Bhutan";"U+1F1E7 U+1F1F9";"🇧🇹"
"Bouvet Island";"U+1F1E7 U+1F1FB";"🇧🇻"
"Botswana";"U+1F1E7 U+1F1FC";"🇧🇼"
"Belarus";"U+1F1E7 U+1F1FE";"🇧🇾"
"Belize";"U+1F1E7 U+1F1FF";"🇧🇿"
"Canada";"U+1F1E8 U+1F1E6";"🇨🇦"
"Cocos (Keeling) Islands";"U+1F1E8 U+1F1E8";"🇨🇨"
"Congo - Kinshasa";"U+1F1E8 U+1F1E9";"🇨🇩"
"Central African Republic";"U+1F1E8 U+1F1EB";"🇨🇫"
"Congo - Brazzaville";"U+1F1E8 U+1F1EC";"🇨🇬"
"Switzerland";"U+1F1E8 U+1F1ED";"🇨🇭"
"Côte d’Ivoire";"U+1F1E8 U+1F1EE";"🇨🇮"
"Cook Islands";"U+1F1E8 U+1F1F0";"🇨🇰"
"Chile";"U+1F1E8 U+1F1F1";"🇨🇱"
"Cameroon";"U+1F1E8 U+1F1F2";"🇨🇲"
"China";"U+1F1E8 U+1F1F3";"🇨🇳"
"Colombia";"U+1F1E8 U+1F1F4";"🇨🇴"
"Clipperton Island";"U+1F1E8 U+1F1F5";"🇨🇵"
"Costa Rica";"U+1F1E8 U+1F1F7";"🇨🇷"
"Cuba";"U+1F1E8 U+1F1FA";"🇨🇺"
"Cape Verde";"U+1F1E8 U+1F1FB";"🇨🇻"
"Curaçao";"U+1F1E8 U+1F1FC";"🇨🇼"
"Christmas Island";"U+1F1E8 U+1F1FD";"🇨🇽"
"Cyprus";"U+1F1E8 U+1F1FE";"🇨🇾"
"Czechia";"U+1F1E8 U+1F1FF";"🇨🇿"
"Germany";"U+1F1E9 U+1F1EA";"🇩🇪"
"Diego Garcia";"U+1F1E9 U+1F1EC";"🇩🇬"
"Djibouti";"U+1F1E9 U+1F1EF";"🇩🇯"
"Denmark";"U+1F1E9 U+1F1F0";"🇩🇰"
"Dominica";"U+1F1E9 U+1F1F2";"🇩🇲"
"Dominican Republic";"U+1F1E9 U+1F1F4";"🇩🇴"
"Algeria";"U+1F1E9 U+1F1FF";"🇩🇿"
"Ceuta & Melilla";"U+1F1EA U+1F1E6";"🇪🇦"
"Ecuador";"U+1F1EA U+1F1E8";"🇪🇨"
"Estonia";"U+1F1EA U+1F1EA";"🇪🇪"
"Egypt";"U+1F1EA U+1F1EC";"🇪🇬"
"Western Sahara";"U+1F1EA U+1F1ED";"🇪🇭"
"Eritrea";"U+1F1EA U+1F1F7";"🇪🇷"
"Spain";"U+1F1EA U+1F1F8";"🇪🇸"
"Ethiopia";"U+1F1EA U+1F1F9";"🇪🇹"
"European Union";"U+1F1EA U+1F1FA";"🇪🇺"
